Voyage_ID,Sailing_Speed,Draft,Trim,Weather_Condition,Sea_Condition,Water_Temperature,Fuel_Consumption_Rate,Distance_Traveled,Time_Duration
2,17.2,10.5,3.1,Sunny,Rough,23.0,8.1,171,12.7
22,12.0,10.2,2.5,Rain,Moderate,27.3,11.9,122,10.8
10,18.3,10.9,3.3,Cloudy,Rough,26.4,7.4,189,11.7
42,18.5,11.0,2.4,Rain,Rough,26.9,8.3,120,11.6
48,13.1,10.1,2.2,Rain,Moderate,23.8,11.8,120,10.0
43,14.9,11.7,4.0,Sunny,Rough,28.4,9.4,174,14.0
36,14.1,10.0,2.9,Sunny,Moderate,22.7,11.7,120,10.5
38,18.9,9.6,2.6,Cloudy,Rough,22.5,7.8,141,13.0
16,12.0,10.0,2.0,Foggy,Calm,27.0,7.3,127,10.6
9,13.8,10.2,1.9,Rain,Rough,24.2,11.3,133,10.0
26,13.3,9.4,2.4,Clear,Rough,24.6,7.8,120,10.9
36,15.7,11.3,3.6,Sunny,Calm,27.5,7.9,159,11.8
1,14.4,11.0,2.5,Rain,Moderate,21.5,9.2,123,10.4
18,12.0,9.0,1.9,Clear,Moderate,25.9,10.3,120,10.0
6,12.2,9.3,2.2,Clear,Rough,24.9,11.6,120,10.6
28,16.6,11.4,3.1,Cloudy,Calm,29.0,7.0,174,11.9
24,18.0,9.4,3.7,Cloudy,Rough,22.8,7.0,168,15.3
38,13.2,10.9,1.5,Foggy,Rough,23.4,7.6,159,11.0
18,12.0,9.9,1.9,Cloudy,Calm,26.2,7.0,120,10.0
8,14.3,9.3,1.8,Sunny,Calm,22.4,7.0,161,10.0
16,13.5,9.9,2.1,Clear,Rough,22.2,11.6,120,10.0
37,18.9,10.5,1.8,Cloudy,Rough,25.6,7.7,190,10.0
49,15.5,9.5,3.2,Sunny,Calm,25.4,7.4,127,12.6
25,14.4,9.5,2.1,Clear,Rough,24.7,11.5,125,10.9
14,18.8,10.1,1.7,Cloudy,Rough,27.1,7.0,129,10.0
28,14.2,10.0,2.7,Cloudy,Moderate,24.0,8.8,135,10.0
18,12.0,9.5,1.4,Foggy,Calm,25.0,7.0,120,10.0
16,12.6,9.2,1.6,Clear,Moderate,23.4,7.0,128,11.2
14,13.6,9.8,2.7,Rain,Moderate,21.0,11.4,134,10.0
29,13.6,9.7,2.2,Clear,Moderate,21.0,10.3,120,10.0
20,12.4,10.1,4.0,Sunny,Rough,21.0,9.4,135,10.8
16,16.1,9.0,1.9,Rain,Calm,21.3,9.3,165,10.0
16,16.5,9.4,2.4,Foggy,Rough,24.4,9.6,127,10.6
38,12.0,9.5,2.5,Clear,Rough,25.3,14.9,120,11.6
13,17.7,10.1,2.4,Sunny,Calm,25.3,7.0,157,12.7
15,17.1,10.2,3.8,Foggy,Rough,25.2,7.1,161,11.6
43,14.5,9.8,2.1,Clear,Rough,23.5,9.3,122,12.3
32,17.6,9.8,2.9,Sunny,Calm,24.9,7.0,164,15.1
36,14.5,11.0,1.8,Rain,Moderate,21.0,9.4,177,10.4
49,13.3,9.1,1.9,Cloudy,Rough,23.7,11.7,120,10.0
23,19.0,11.0,2.9,Sunny,Calm,28.5,7.0,171,12.3
11,14.3,9.6,1.6,Sunny,Rough,24.7,7.6,170,11.8
15,18.3,10.1,2.3,Cloudy,Rough,23.5,7.6,157,14.4
50,19.2,12.0,4.0,Clear,Rough,23.9,7.0,154,12.4
14,16.2,9.7,2.7,Foggy,Calm,28.1,7.5,168,13.5
48,16.0,10.3,3.8,Foggy,Calm,28.7,7.0,167,13.4
48,12.3,9.8,2.9,Clear,Moderate,24.3,8.5,122,11.4
44,14.6,10.1,2.5,Clear,Moderate,29.0,11.3,136,11.2
19,13.2,9.1,1.7,Rain,Moderate,21.1,9.3,121,10.0
14,12.0,10.0,2.2,Rain,Moderate,23.0,9.7,129,10.0
13,18.9,11.6,3.7,Sunny,Calm,25.0,7.2,168,11.6
40,15.4,10.7,2.4,Foggy,Calm,29.0,7.0,164,10.8
39,19.2,10.3,2.3,Cloudy,Rough,26.1,7.2,159,11.2
40,15.3,9.3,1.4,Rain,Calm,27.6,7.3,120,10.0
30,17.2,10.7,3.5,Cloudy,Rough,23.6,10.1,163,10.0
46,13.2,9.1,2.2,Clear,Moderate,26.7,12.1,131,10.2
13,12.0,10.2,2.6,Foggy,Moderate,21.4,11.6,124,10.0
40,15.0,10.7,3.9,Sunny,Calm,25.5,10.0,159,12.2
23,19.5,10.5,2.3,Clear,Rough,24.2,7.8,166,13.6
43,18.7,10.1,3.6,Cloudy,Calm,28.7,7.0,187,14.4
13,13.8,10.1,3.4,Clear,Rough,22.5,10.4,126,10.0
4,16.9,11.9,3.1,Cloudy,Calm,24.9,8.7,171,12.6
8,12.0,9.5,3.1,Foggy,Calm,28.5,8.8,131,10.0
36,12.0,10.1,1.9,Sunny,Calm,25.9,8.9,164,11.2
21,16.2,9.7,4.0,Foggy,Moderate,23.8,9.1,140,10.7
24,13.7,10.4,2.2,Clear,Rough,24.7,8.5,127,10.1
36,18.4,9.8,2.8,Foggy,Rough,23.4,9.0,159,13.0
39,19.5,11.2,4.0,Sunny,Rough,25.8,8.7,192,16.7
18,13.2,10.0,1.6,Foggy,Calm,24.3,7.2,133,10.0
6,12.5,9.3,1.7,Rain,Moderate,21.0,10.5,127,10.3
11,12.0,9.4,2.4,Clear,Moderate,22.8,11.7,120,10.0
13,15.0,10.5,2.6,Cloudy,Rough,25.2,7.7,157,13.4
25,18.2,11.2,4.0,Cloudy,Moderate,28.6,7.0,194,13.6
1,15.0,9.9,2.6,Sunny,Calm,28.8,7.0,122,10.0
37,15.2,11.5,4.0,Sunny,Rough,25.5,7.1,171,11.7
9,17.0,9.4,2.1,Rain,Rough,21.0,10.1,147,10.4
3,14.1,9.7,1.7,Rain,Moderate,22.1,11.4,120,10.0
18,13.4,10.6,1.6,Foggy,Moderate,23.5,9.9,162,12.2
43,17.9,11.0,3.7,Clear,Calm,27.8,8.7,164,10.4
33,15.0,10.0,2.1,Sunny,Calm,25.3,8.1,138,11.1
38,15.5,9.4,2.8,Rain,Calm,22.9,7.7,150,11.0
18,12.0,9.5,2.5,Clear,Rough,22.0,12.0,120,10.0
40,15.4,9.5,1.2,Clear,Moderate,25.5,8.3,121,10.0
21,14.2,9.0,1.2,Rain,Calm,23.6,10.7,147,10.1
35,15.8,9.2,2.2,Sunny,Rough,23.6,10.9,134,11.9
39,17.2,9.2,1.3,Sunny,Rough,26.0,9.1,127,10.0
29,17.9,10.9,2.7,Clear,Rough,27.8,7.0,160,13.8
43,17.2,10.6,4.0,Cloudy,Rough,25.9,8.3,181,15.8
13,14.1,9.6,2.1,Clear,Moderate,21.0,12.0,120,10.0
12,17.2,10.1,3.1,Cloudy,Rough,29.0,7.5,146,12.9
17,13.6,9.6,2.6,Foggy,Rough,29.0,7.3,128,10.0
6,14.9,9.9,4.0,Sunny,Calm,29.0,7.4,151,11.6
46,16.3,10.1,2.3,Sunny,Moderate,25.0,9.5,152,10.0
11,17.8,9.5,2.7,Foggy,Calm,28.0,8.7,167,10.4
11,14.0,9.7,2.8,Foggy,Calm,26.4,7.0,167,10.2
16,16.6,9.5,4.0,Sunny,Calm,25.3,7.0,167,12.3
8,12.0,9.7,1.7,Foggy,Calm,29.0,7.0,149,10.0
15,17.8,10.9,4.0,Foggy,Rough,28.6,7.0,190,14.6
33,19.4,10.9,3.0,Sunny,Rough,22.6,7.3,162,14.3
18,12.6,9.3,1.1,Sunny,Calm,25.0,7.6,120,10.7
14,15.7,9.6,2.4,Clear,Moderate,21.3,8.7,124,10.8
43,17.1,10.0,2.4,Foggy,Calm,29.0,7.0,162,13.8
13,15.0,9.6,2.0,Clear,Moderate,23.8,7.7,152,11.4
41,12.7,9.8,1.2,Rain,Moderate,21.0,11.8,120,10.1
19,16.2,9.8,2.2,Sunny,Calm,25.4,8.6,170,11.5
34,12.0,9.5,2.1,Rain,Rough,27.9,8.1,122,10.2
39,14.4,10.2,2.3,Sunny,Calm,23.4,10.6,124,10.0
38,13.3,9.0,2.3,Foggy,Calm,27.3,7.7,139,10.0
42,16.7,10.3,3.3,Sunny,Calm,25.8,7.0,165,11.4
15,19.5,10.4,2.4,Cloudy,Rough,26.1,8.4,174,11.3
22,12.9,9.8,2.1,Rain,Moderate,22.8,9.2,168,12.1
5,15.8,10.9,4.0,Cloudy,Rough,28.1,7.6,152,14.5
13,13.9,9.8,2.0,Rain,Rough,21.9,8.6,133,12.3
20,16.4,10.2,3.0,Sunny,Calm,23.3,7.0,145,11.5
1,18.3,11.0,4.0,Sunny,Calm,24.1,7.0,166,14.4
43,17.7,9.5,2.4,Sunny,Calm,23.3,9.3,152,10.0
22,14.4,9.9,1.9,Foggy,Calm,28.8,7.0,164,13.6
45,14.2,9.6,2.6,Cloudy,Moderate,24.0,7.0,123,10.0
46,14.4,9.8,3.5,Cloudy,Calm,22.7,12.4,120,10.5
22,12.7,10.9,2.5,Sunny,Rough,23.5,7.0,120,10.9
15,14.1,9.7,1.6,Foggy,Calm,27.7,7.3,155,10.0
20,12.7,11.2,2.2,Rain,Rough,22.1,10.5,135,10.0
30,14.5,9.3,1.7,Foggy,Calm,25.1,10.5,120,10.0
38,17.2,10.4,2.1,Clear,Calm,29.0,9.6,178,12.3
12,13.3,10.0,2.7,Clear,Rough,27.5,11.3,124,13.2
38,19.4,10.2,2.9,Cloudy,Calm,25.5,7.0,170,11.3
8,14.3,9.8,1.5,Sunny,Calm,23.0,11.5,133,12.2
29,17.9,9.9,2.0,Cloudy,Rough,24.7,13.4,172,12.1
41,14.4,9.0,1.9,Cloudy,Rough,22.3,8.3,131,12.6
21,12.1,9.2,2.1,Foggy,Calm,26.9,11.3,120,10.0
23,12.2,9.4,2.6,Sunny,Calm,25.3,9.4,120,10.0
30,16.1,10.2,3.3,Clear,Calm,27.1,7.3,156,11.2
25,16.7,9.2,1.5,Foggy,Calm,26.2,7.0,167,10.0
7,12.9,9.9,2.2,Rain,Moderate,25.3,11.6,120,10.0
17,12.0,10.3,4.0,Sunny,Rough,29.0,7.9,148,10.6
13,15.3,10.5,1.8,Rain,Rough,21.0,9.9,140,10.0
37,16.6,11.8,4.0,Cloudy,Rough,24.4,9.3,172,13.3
21,15.6,10.0,2.0,Rain,Calm,26.2,7.1,132,10.6
11,15.3,9.3,3.2,Cloudy,Rough,27.4,7.0,153,14.2
16,12.6,10.0,1.5,Sunny,Moderate,24.4,12.4,120,10.0
37,12.7,9.3,3.4,Foggy,Calm,26.7,9.1,158,10.0
23,16.2,11.3,2.1,Cloudy,Calm,26.4,8.7,163,13.1
19,14.0,10.2,1.9,Rain,Rough,21.0,10.3,120,10.0
12,16.8,10.8,2.9,Cloudy,Rough,27.6,10.5,178,14.4
50,14.4,9.3,1.9,Rain,Moderate,21.0,7.5,178,10.1
37,16.1,10.2,3.1,Foggy,Calm,26.5,7.6,167,14.0
17,13.2,9.8,1.3,Sunny,Calm,24.0,7.0,124,10.0
26,14.9,9.7,2.9,Rain,Rough,21.0,9.2,123,12.5
26,19.5,9.8,3.2,Cloudy,Calm,28.9,7.0,148,10.3
36,13.9,10.0,1.6,Sunny,Calm,21.8,8.3,145,10.0
29,17.7,10.3,3.4,Sunny,Rough,25.0,8.8,155,10.0
13,13.9,10.4,2.5,Clear,Rough,23.5,11.4,163,10.0
26,14.3,9.9,1.5,Sunny,Calm,22.2,7.0,124,12.5
25,16.7,11.0,3.1,Cloudy,Rough,26.8,9.2,152,12.2
46,16.8,9.9,2.6,Foggy,Calm,26.0,7.5,148,14.0
20,18.8,10.2,4.0,Cloudy,Rough,24.9,8.5,182,14.2
19,15.8,9.9,2.3,Cloudy,Rough,26.7,9.9,157,13.1
28,15.4,10.4,4.0,Sunny,Rough,27.9,8.3,156,15.5
17,19.4,10.7,1.8,Clear,Rough,22.9,8.4,164,11.3
13,15.8,9.9,2.2,Rain,Rough,24.0,11.6,120,11.5
7,12.0,9.4,2.4,Cloudy,Calm,23.0,8.7,120,10.0
11,13.5,10.9,3.9,Foggy,Rough,27.0,7.8,146,11.8
23,15.3,11.4,2.0,Rain,Calm,27.1,7.0,148,11.3
14,17.9,9.5,2.0,Sunny,Calm,24.2,8.4,126,11.3
36,16.8,10.4,2.4,Sunny,Rough,21.8,8.9,148,11.7
23,14.8,10.2,1.8,Foggy,Rough,29.0,7.0,166,10.0
12,18.4,10.0,3.0,Sunny,Rough,27.6,7.3,159,13.8
19,12.0,9.6,2.2,Cloudy,Moderate,24.8,12.4,124,10.0
18,19.4,10.3,3.5,Cloudy,Calm,28.2,7.0,156,12.2
25,18.4,11.0,3.0,Sunny,Calm,26.4,7.0,123,12.7
20,13.9,10.3,2.1,Clear,Rough,21.9,9.9,167,11.8
33,18.7,10.3,3.6,Rain,Calm,23.8,7.3,171,10.7
22,18.8,10.7,3.3,Rain,Rough,25.9,7.0,175,12.0
15,17.1,11.1,2.3,Cloudy,Rough,23.0,7.5,175,15.2
32,16.8,9.8,1.4,Sunny,Calm,27.6,7.0,157,14.9
19,17.3,10.2,2.7,Clear,Moderate,21.7,8.0,142,13.3
14,16.2,9.4,1.8,Cloudy,Calm,23.4,8.7,144,11.2
10,16.1,10.9,3.8,Clear,Moderate,26.5,13.3,168,10.5
42,18.4,9.6,1.6,Foggy,Calm,28.1,7.0,161,11.0
18,18.9,9.7,4.0,Foggy,Rough,27.2,7.1,182,14.5
46,17.0,9.9,2.8,Rain,Rough,24.1,9.5,126,10.0
21,15.8,11.1,2.0,Cloudy,Calm,28.9,8.1,160,10.4
16,12.0,9.9,1.9,Clear,Moderate,24.1,9.5,123,10.0
50,12.7,9.8,2.0,Rain,Moderate,22.4,10.8,121,10.0
35,13.8,9.0,2.5,Clear,Moderate,23.9,10.7,139,10.0
27,13.8,10.3,3.5,Cloudy,Calm,24.6,7.0,151,12.0
19,17.2,9.5,1.4,Foggy,Calm,25.6,7.5,179,12.6
17,15.6,10.3,2.1,Rain,Calm,26.4,7.1,151,10.3
35,16.7,11.1,4.0,Sunny,Rough,21.6,7.2,175,14.4
10,18.6,11.0,2.1,Sunny,Rough,25.0,7.7,170,11.9
14,17.6,9.9,3.5,Clear,Rough,22.4,7.8,187,16.6
18,13.2,10.0,2.3,Rain,Moderate,21.0,9.1,120,10.0
46,12.9,10.7,1.8,Rain,Rough,22.6,11.3,121,10.0
24,13.8,10.0,2.3,Rain,Moderate,21.0,12.8,124,10.5
21,13.4,9.3,1.7,Rain,Moderate,23.8,9.9,140,10.0
22,15.9,9.7,3.9,Clear,Rough,25.8,8.0,177,13.8
14,12.0,9.7,1.6,Sunny,Calm,22.8,7.6,123,10.0
30,14.7,10.0,1.8,Clear,Rough,23.8,7.8,152,13.3
38,16.0,10.2,3.5,Sunny,Rough,22.4,8.6,128,13.4
1,16.7,11.2,1.9,Clear,Rough,24.5,10.1,164,12.0
40,13.6,10.3,2.4,Clear,Rough,27.4,12.7,141,10.5
19,13.1,9.5,2.0,Clear,Moderate,21.1,14.2,125,13.0
29,18.7,9.5,2.2,Clear,Rough,23.5,8.0,141,10.0
9,13.5,10.1,3.1,Clear,Moderate,24.4,10.0,128,10.0
10,17.5,9.8,2.1,Foggy,Rough,22.7,10.5,149,10.2
26,13.7,9.6,2.0,Clear,Moderate,27.2,7.6,142,10.0
16,12.0,10.2,2.3,Foggy,Calm,23.8,10.4,120,10.0
12,15.9,9.7,1.8,Cloudy,Calm,27.6,7.0,146,12.4
38,16.4,10.2,2.5,Sunny,Rough,26.2,8.0,160,11.4
28,13.7,9.7,1.9,Clear,Moderate,23.4,12.2,138,10.0
34,16.3,11.4,4.0,Sunny,Rough,23.6,8.9,161,16.7
29,12.2,9.3,1.4,Foggy,Calm,24.5,9.8,123,10.8
1,15.3,9.6,4.0,Rain,Rough,28.2,7.0,169,11.1
6,17.6,10.2,2.9,Sunny,Rough,25.5,9.4,185,15.7
39,19.1,9.8,3.4,Foggy,Calm,28.2,7.0,176,15.2
31,17.2,9.3,2.2,Clear,Rough,25.7,8.1,147,13.0
11,15.3,11.5,3.6,Cloudy,Rough,24.2,8.9,184,13.4
36,17.6,9.6,1.9,Sunny,Calm,27.8,10.0,170,14.4
16,16.3,10.1,4.0,Sunny,Rough,23.2,8.8,174,11.1
13,17.1,11.7,2.4,Clear,Rough,25.4,9.5,154,13.2
12,18.9,9.4,2.6,Sunny,Calm,28.4,7.1,169,10.7
15,14.9,9.3,1.3,Foggy,Calm,26.7,7.0,148,10.0
17,13.6,9.0,2.3,Rain,Moderate,21.8,8.9,127,10.0
20,12.9,9.5,1.9,Sunny,Moderate,24.1,12.6,126,10.7
12,17.2,10.9,3.6,Foggy,Calm,29.0,9.4,145,10.4
37,13.5,10.6,1.9,Clear,Rough,21.0,10.9,140,10.0
6,17.1,9.6,2.8,Clear,Calm,22.7,7.5,125,10.0
34,16.8,10.7,2.5,Foggy,Moderate,26.0,7.7,160,15.9
13,19.5,10.4,2.8,Clear,Rough,25.7,7.8,170,12.1
19,16.4,9.8,2.2,Clear,Moderate,21.6,10.4,120,10.0
39,15.6,9.7,3.5,Foggy,Rough,29.0,7.0,168,13.0
50,17.1,11.2,4.0,Clear,Rough,25.6,8.4,189,13.6
47,13.1,9.5,2.1,Rain,Moderate,22.4,11.2,138,10.0
14,18.7,9.6,3.2,Cloudy,Calm,29.0,7.0,171,10.0
50,13.5,9.1,3.6,Foggy,Calm,23.6,7.1,120,10.0
3,12.1,9.2,1.5,Foggy,Calm,25.0,7.1,127,10.5
37,15.7,10.3,1.5,Foggy,Calm,28.4,8.5,174,10.0
13,12.9,9.6,1.4,Sunny,Moderate,23.2,10.2,120,10.0
15,15.9,10.3,2.1,Clear,Calm,27.3,9.0,142,12.9
22,19.5,11.3,2.9,Cloudy,Rough,26.7,7.0,195,14.1
24,15.9,9.9,2.6,Sunny,Rough,22.1,8.6,180,11.2
48,17.7,11.9,2.6,Cloudy,Calm,25.1,8.1,153,14.0
49,17.9,11.1,3.4,Sunny,Calm,29.0,7.3,173,14.3
42,16.4,9.9,2.7,Cloudy,Rough,22.2,8.1,167,11.5
34,14.8,9.2,2.8,Foggy,Calm,26.0,7.1,125,12.6
9,13.2,9.1,1.5,Cloudy,Calm,21.8,7.0,120,10.0
38,19.2,10.1,2.5,Rain,Rough,21.0,8.5,144,10.8
22,17.9,10.4,3.5,Sunny,Rough,26.0,8.9,168,13.4
19,12.5,9.4,1.5,Rain,Calm,25.5,7.0,120,10.0
44,18.3,9.6,4.0,Sunny,Calm,28.1,7.3,167,14.9
29,15.9,9.9,3.2,Sunny,Calm,29.0,7.0,120,10.0
1,17.5,10.5,3.9,Sunny,Moderate,24.4,7.1,166,10.2
42,13.1,9.5,1.7,Foggy,Rough,23.7,7.2,133,10.0
9,12.0,10.1,1.3,Foggy,Moderate,25.2,11.2,120,10.0
16,17.4,9.6,3.1,Cloudy,Moderate,25.3,7.8,181,10.0
39,18.1,10.9,3.2,Cloudy,Calm,26.0,7.9,192,13.0
30,17.7,9.9,1.8,Sunny,Calm,25.4,7.9,127,10.4
35,14.0,9.6,1.8,Clear,Rough,22.7,14.3,128,10.0
15,13.6,10.0,1.5,Sunny,Moderate,22.2,9.2,123,10.4
14,17.8,9.0,2.2,Foggy,Calm,25.5,8.9,152,10.4
12,18.6,10.8,3.9,Sunny,Rough,26.0,7.0,179,12.6
33,16.7,10.7,4.0,Cloudy,Rough,27.6,9.4,182,12.9
41,13.0,10.2,2.0,Rain,Moderate,23.0,11.1,120,10.5
1,13.9,9.6,3.4,Sunny,Calm,25.0,7.1,162,10.0
32,16.3,9.5,3.4,Foggy,Calm,27.7,7.8,165,13.1
28,15.6,10.1,2.2,Rain,Moderate,22.1,9.5,130,12.4
12,13.3,10.7,3.8,Sunny,Rough,23.5,7.0,165,10.8
12,13.8,9.9,2.0,Rain,Moderate,23.7,12.0,122,10.0
26,14.5,9.6,2.3,Foggy,Calm,22.4,7.0,162,11.0
4,18.2,10.8,3.4,Cloudy,Rough,25.6,9.0,159,10.9
17,13.0,9.4,1.6,Sunny,Calm,27.0,7.0,148,10.0
32,18.1,10.9,2.5,Sunny,Calm,28.4,8.1,169,10.0
11,15.5,9.8,3.9,Sunny,Calm,25.2,7.2,148,12.6
44,12.0,9.2,2.7,Foggy,Calm,25.6,10.0,120,10.0
18,13.8,10.3,2.2,Clear,Calm,23.8,7.2,120,10.0
16,13.3,9.5,2.1,Rain,Rough,22.0,11.5,122,10.4
36,18.2,10.4,2.8,Foggy,Rough,27.8,8.1,158,15.6
43,15.4,10.9,3.5,Foggy,Rough,26.9,9.3,161,11.9
37,15.1,10.3,2.1,Rain,Moderate,23.1,11.0,140,10.0
9,14.9,10.0,2.6,Rain,Rough,23.3,8.0,121,10.0
28,14.5,11.5,2.0,Rain,Rough,21.0,7.8,151,10.4
19,14.9,9.2,3.1,Sunny,Calm,21.4,7.8,165,12.7
24,15.5,9.2,1.6,Sunny,Calm,23.6,7.5,143,10.6
20,14.7,9.5,4.0,Foggy,Calm,27.4,7.0,165,11.9
19,19.2,10.8,3.9,Clear,Rough,22.7,9.1,176,10.6
13,19.2,9.7,4.0,Cloudy,Rough,21.1,10.1,163,16.7
41,12.0,9.6,1.9,Rain,Calm,23.6,10.6,131,10.0
22,17.3,9.9,4.0,Clear,Moderate,29.0,8.4,162,12.1
5,18.8,11.9,4.0,Sunny,Rough,25.7,9.7,194,15.9
21,15.9,10.0,1.8,Cloudy,Rough,21.0,10.2,120,10.4
8,16.9,9.7,2.1,Foggy,Moderate,26.3,7.0,151,10.9
16,12.7,9.6,2.3,Rain,Moderate,23.5,10.4,124,10.0
21,12.8,9.0,1.7,Clear,Moderate,25.6,10.7,120,10.2
33,15.7,10.0,3.6,Foggy,Calm,25.0,10.6,140,12.1
37,19.3,10.0,3.5,Cloudy,Calm,27.2,7.0,152,15.8
20,18.2,10.4,2.5,Clear,Moderate,22.3,7.0,121,10.3
50,13.0,10.2,2.0,Foggy,Calm,22.9,7.0,122,11.4
33,15.9,9.4,2.5,Cloudy,Calm,23.2,7.0,138,10.0
36,17.2,10.8,4.0,Rain,Rough,26.7,8.2,146,13.3
24,17.9,11.6,3.9,Sunny,Rough,24.0,8.2,176,14.1
13,12.0,9.0,2.2,Foggy,Calm,24.4,12.0,126,10.0
20,15.3,10.1,1.7,Rain,Moderate,21.0,11.1,156,10.7
23,13.8,9.5,2.2,Cloudy,Moderate,21.0,9.2,120,11.8
44,17.2,10.7,1.7,Sunny,Rough,26.7,8.4,165,12.4
23,17.1,10.6,3.2,Foggy,Calm,26.6,10.2,181,12.4
17,17.7,11.6,4.0,Sunny,Rough,24.7,8.4,175,11.5
23,14.1,9.1,2.4,Rain,Moderate,21.5,11.0,120,10.0
11,13.3,10.3,1.9,Sunny,Moderate,22.1,9.1,120,10.3
35,17.8,11.0,3.7,Cloudy,Rough,26.6,9.3,176,16.5
14,16.5,11.2,3.3,Clear,Rough,27.3,8.1,144,11.0
23,14.5,10.1,2.1,Clear,Rough,22.8,7.3,120,10.3
35,12.5,9.6,1.9,Sunny,Moderate,22.6,9.2,120,10.0
49,17.6,10.0,3.5,Cloudy,Rough,23.9,8.3,162,13.9
22,17.0,9.7,1.7,Clear,Rough,23.3,7.0,157,11.1
24,19.4,10.4,3.7,Cloudy,Rough,25.0,7.0,173,14.9
15,12.0,9.4,2.6,Clear,Rough,22.4,10.5,130,10.7
14,16.5,9.9,3.8,Sunny,Calm,28.3,7.6,143,13.2
18,15.4,9.4,1.9,Cloudy,Moderate,22.8,9.4,120,10.0
42,19.0,9.5,3.4,Clear,Moderate,25.5,7.0,149,13.5
16,17.0,9.8,2.7,Clear,Calm,25.2,7.2,162,12.5
16,15.7,10.8,2.2,Cloudy,Calm,27.5,10.1,155,11.3
11,13.5,9.3,1.9,Rain,Rough,21.0,7.0,133,14.1
35,17.9,9.1,1.4,Clear,Calm,26.6,7.0,140,10.5
28,16.8,10.6,2.0,Foggy,Calm,22.7,7.0,169,11.4
19,13.6,11.5,2.5,Clear,Rough,22.5,10.6,146,10.9
32,14.3,10.2,1.9,Rain,Calm,21.9,11.0,121,11.1
11,19.5,9.7,2.2,Clear,Rough,25.3,7.0,167,10.1
24,13.2,9.4,2.5,Sunny,Rough,24.0,9.8,120,10.0
20,18.3,11.0,1.8,Cloudy,Calm,24.2,10.6,132,11.1
6,14.8,9.5,2.9,Rain,Moderate,22.5,9.7,172,11.3
17,16.9,11.5,3.4,Foggy,Calm,28.7,7.0,188,14.5
17,15.7,10.0,2.3,Sunny,Rough,21.8,7.0,166,11.5
20,15.4,9.9,3.2,Cloudy,Rough,22.8,8.3,169,14.4
50,12.4,9.1,1.7,Sunny,Calm,27.8,7.0,132,10.5
20,12.0,9.4,1.5,Foggy,Calm,24.5,9.5,120,10.0
36,18.8,10.3,3.2,Cloudy,Rough,25.2,7.0,147,11.0
38,17.2,12.0,4.0,Sunny,Rough,29.0,9.4,182,15.4
16,13.7,9.7,3.5,Rain,Rough,24.6,7.9,129,11.1
13,17.3,11.0,1.7,Sunny,Calm,27.9,8.3,171,10.6
1,16.2,11.5,4.0,Cloudy,Rough,28.5,9.4,171,14.4
28,13.2,9.1,1.4,Rain,Moderate,24.1,11.1,124,10.0
15,14.3,9.3,2.1,Rain,Rough,21.7,11.5,120,10.2
11,19.3,10.5,3.6,Cloudy,Calm,29.0,7.2,182,14.1
21,12.2,9.6,2.2,Foggy,Moderate,24.2,9.5,120,10.0
6,13.7,9.6,1.9,Clear,Rough,22.8,10.2,154,10.9
12,17.3,11.5,2.4,Cloudy,Rough,25.4,8.9,161,12.9
45,17.7,10.4,4.0,Cloudy,Rough,24.0,10.2,165,13.9
11,17.0,9.6,4.0,Clear,Rough,23.0,9.2,134,10.0
39,17.8,10.3,3.1,Cloudy,Rough,23.5,9.5,172,13.7
3,18.1,10.3,2.1,Clear,Rough,25.3,7.0,134,10.1
10,14.8,9.9,1.9,Rain,Moderate,21.1,7.9,133,11.0
34,18.3,10.3,2.4,Cloudy,Rough,23.1,7.6,168,10.0
11,13.1,9.4,1.4,Rain,Calm,26.0,9.2,125,10.0
19,17.2,9.8,1.7,Sunny,Calm,24.5,7.9,152,10.1
20,16.7,9.3,2.0,Sunny,Moderate,25.9,8.3,123,10.0
32,16.2,10.8,3.5,Sunny,Rough,24.3,8.3,150,15.0
11,16.0,9.0,2.5,Cloudy,Calm,23.9,8.3,149,11.1
9,17.7,9.8,1.8,Foggy,Calm,26.9,11.1,130,11.4
14,19.1,9.6,3.0,Cloudy,Rough,27.3,8.1,172,13.5
14,14.0,9.8,2.6,Cloudy,Rough,21.8,8.4,121,10.0
23,15.1,10.4,3.7,Rain,Moderate,23.5,9.5,135,10.7
43,18.5,9.7,3.6,Foggy,Calm,29.0,7.0,192,15.1
26,15.9,10.3,1.9,Rain,Rough,21.0,10.6,120,10.0
23,17.0,10.5,3.1,Rain,Calm,24.0,8.3,148,15.2
27,15.0,9.2,2.1,Clear,Moderate,23.0,11.4,120,10.0
8,14.3,9.8,2.4,Rain,Moderate,23.0,10.8,131,10.0
8,14.4,9.5,2.7,Cloudy,Calm,24.0,9.5,142,10.0
13,15.9,10.2,3.2,Foggy,Calm,24.0,8.3,169,12.7
22,13.5,10.3,2.4,Cloudy,Calm,22.9,7.9,121,10.6
3,12.5,9.1,1.7,Sunny,Moderate,22.5,11.5,122,10.0
16,12.7,9.6,2.6,Rain,Moderate,21.8,8.0,125,10.6
44,18.0,10.9,4.0,Foggy,Rough,28.7,7.0,169,15.2
7,15.0,9.4,2.3,Rain,Moderate,28.2,7.0,145,10.0
37,13.1,11.2,1.4,Cloudy,Calm,26.3,7.8,135,11.0
3,14.9,10.0,1.5,Clear,Moderate,22.7,12.4,148,10.0
