Voyage_ID,Sailing_Speed,Draft,Trim,Weather_Condition,Sea_Condition,Water_Temperature,Fuel_Consumption_Rate,Distance_Traveled,Time_Duration,seaWaterTemp,wind_speed,wind_direction,sea_current_speed,sea_current_direction,combined_wave_height,combined_wave_direction,displacement
25,18.2,11.2,4.0,Cloudy,Moderate,28.6,7.0,194,13.6,30.21,20,162,2,92,5.73,122,72031
1,15.0,9.9,2.6,Sunny,Calm,28.8,7.0,122,10.0,28.84,22,30,2,116,5.24,54,121003
37,15.2,11.5,4.0,Sunny,Rough,25.5,7.1,171,11.7,22.55,29,110,5,179,2.25,137,164291
9,17.0,9.4,2.1,Rain,Rough,21.0,10.1,147,10.4,28.77,10,58,4,48,6.04,147,95303
3,14.1,9.7,1.7,Rain,Moderate,22.1,11.4,120,10.0,3.53,22,51,6,49,0.55,81,160804
18,13.4,10.6,1.6,Foggy,Moderate,23.5,9.9,162,12.2,23.14,11,80,3,77,0.33,0,125160
43,17.9,11.0,3.7,Clear,Calm,27.8,8.7,164,10.4,26.97,25,95,5,29,3.53,23,131784
33,15.0,10.0,2.1,Sunny,Calm,25.3,8.1,138,11.1,27.55,15,114,7,38,6.45,101,75879
38,15.5,9.4,2.8,Rain,Calm,22.9,7.7,150,11.0,3.86,15,119,1,175,4.62,67,73789
18,12.0,9.5,2.5,Clear,Rough,22.0,12.0,120,10.0,8.56,13,177,7,62,6.21,64,149731
40,15.4,9.5,1.2,Clear,Moderate,25.5,8.3,121,10.0,13.74,15,34,6,104,5.35,107,129918
21,14.2,9.0,1.2,Rain,Calm,23.6,10.7,147,10.1,15.82,23,76,3,5,3.8,148,104658
35,15.8,9.2,2.2,Sunny,Rough,23.6,10.9,134,11.9,12.59,26,2,1,163,4.45,179,158523
39,17.2,9.2,1.3,Sunny,Rough,26.0,9.1,127,10.0,15.3,1,4,0,111,1.84,66,103903
29,17.9,10.9,2.7,Clear,Rough,27.8,7.0,160,13.8,5.58,13,136,5,8,5.76,50,65769
43,17.2,10.6,4.0,Cloudy,Rough,25.9,8.3,181,15.8,3.82,2,74,1,2,7.01,162,134225
13,14.1,9.6,2.1,Clear,Moderate,21.0,12.0,120,10.0,29.06,3,42,6,50,7.27,24,117614
12,17.2,10.1,3.1,Cloudy,Rough,29.0,7.5,146,12.9,20.02,7,65,7,125,2.29,62,146287
17,13.6,9.6,2.6,Foggy,Rough,29.0,7.3,128,10.0,15.19,18,2,4,138,5.37,75,121850
6,14.9,9.9,4.0,Sunny,Calm,29.0,7.4,151,11.6,27.73,6,77,6,64,7.08,166,134522
46,16.3,10.1,2.3,Sunny,Moderate,25.0,9.5,152,10.0,1.53,8,21,7,88,1.09,126,89993
11,17.8,9.5,2.7,Foggy,Calm,28.0,8.7,167,10.4,8.35,21,164,3,54,4.25,137,90623
11,14.0,9.7,2.8,Foggy,Calm,26.4,7.0,167,10.2,20.41,26,72,0,152,2.02,76,75345
16,16.6,9.5,4.0,Sunny,Calm,25.3,7.0,167,12.3,6.91,3,142,0,55,5.22,177,119829
8,12.0,9.7,1.7,Foggy,Calm,29.0,7.0,149,10.0,1.44,6,47,1,61,5.29,43,97320
15,17.8,10.9,4.0,Foggy,Rough,28.6,7.0,190,14.6,22.83,5,4,6,97,0.99,86,82249
33,19.4,10.9,3.0,Sunny,Rough,22.6,7.3,162,14.3,2.53,21,82,6,108,5.24,21,142873
18,12.6,9.3,1.1,Sunny,Calm,25.0,7.6,120,10.7,10.01,3,156,1,167,5.56,68,143947
14,15.7,9.6,2.4,Clear,Moderate,21.3,8.7,124,10.8,14.13,29,50,2,50,0.11,37,72033
43,17.1,10.0,2.4,Foggy,Calm,29.0,7.0,162,13.8,20.21,12,104,5,18,7.68,56,85988
13,15.0,9.6,2.0,Clear,Moderate,23.8,7.7,152,11.4,24.16,20,13,5,113,4.38,72,136037
41,12.7,9.8,1.2,Rain,Moderate,21.0,11.8,120,10.1,9.45,16,117,1,7,7.62,130,92059
19,16.2,9.8,2.2,Sunny,Calm,25.4,8.6,170,11.5,25.72,10,156,6,10,1.17,59,141534
34,12.0,9.5,2.1,Rain,Rough,27.9,8.1,122,10.2,18.25,19,89,1,97,1.63,113,79150
39,14.4,10.2,2.3,Sunny,Calm,23.4,10.6,124,10.0,29.65,26,104,6,110,5.99,37,97941
38,13.3,9.0,2.3,Foggy,Calm,27.3,7.7,139,10.0,16.49,30,177,0,10,2.25,178,155866
42,16.7,10.3,3.3,Sunny,Calm,25.8,7.0,165,11.4,8.18,1,113,7,141,2.25,21,74790
15,19.5,10.4,2.4,Cloudy,Rough,26.1,8.4,174,11.3,13.93,21,144,1,52,7.72,111,65777
22,12.9,9.8,2.1,Rain,Moderate,22.8,9.2,168,12.1,20.51,26,22,1,11,7.75,27,146694
5,15.8,10.9,4.0,Cloudy,Rough,28.1,7.6,152,14.5,16.05,10,149,5,56,5.78,122,107995
13,13.9,9.8,2.0,Rain,Rough,21.9,8.6,133,12.3,5.93,5,5,4,9,0.55,113,129785
20,16.4,10.2,3.0,Sunny,Calm,23.3,7.0,145,11.5,10.42,15,15,1,161,0.31,146,95132
1,18.3,11.0,4.0,Sunny,Calm,24.1,7.0,166,14.4,15.55,16,113,2,51,6.62,136,128694
43,17.7,9.5,2.4,Sunny,Calm,23.3,9.3,152,10.0,27.39,21,13,1,75,6.33,107,82051
22,14.4,9.9,1.9,Foggy,Calm,28.8,7.0,164,13.6,3.02,13,108,4,113,3.41,103,138379
45,14.2,9.6,2.6,Cloudy,Moderate,24.0,7.0,123,10.0,23.46,28,90,4,137,0.93,102,164652
46,14.4,9.8,3.5,Cloudy,Calm,22.7,12.4,120,10.5,9.22,7,91,4,34,7.33,62,156657
22,12.7,10.9,2.5,Sunny,Rough,23.5,7.0,120,10.9,29.21,22,0,4,170,1.99,57,114111
15,14.1,9.7,1.6,Foggy,Calm,27.7,7.3,155,10.0,6.87,25,154,4,64,4.18,48,140925
20,12.7,11.2,2.2,Rain,Rough,22.1,10.5,135,10.0,19.96,8,124,5,74,6.38,58,77353
30,14.5,9.3,1.7,Foggy,Calm,25.1,10.5,120,10.0,21.72,22,6,2,47,4.39,22,159382
38,17.2,10.4,2.1,Clear,Calm,29.0,9.6,178,12.3,7.77,29,47,1,176,6.28,46,81483
12,13.3,10.0,2.7,Clear,Rough,27.5,11.3,124,13.2,26.64,20,28,4,106,3.66,135,92656
38,19.4,10.2,2.9,Cloudy,Calm,25.5,7.0,170,11.3,13.06,1,55,3,103,6.46,22,116242
8,14.3,9.8,1.5,Sunny,Calm,23.0,11.5,133,12.2,1.8,26,51,2,154,2.8,22,156758
29,17.9,9.9,2.0,Cloudy,Rough,24.7,13.4,172,12.1,26.39,28,101,5,138,1.28,83,146340
41,14.4,9.0,1.9,Cloudy,Rough,22.3,8.3,131,12.6,18.33,17,8,4,103,2.02,36,150711
21,12.1,9.2,2.1,Foggy,Calm,26.9,11.3,120,10.0,9.07,18,177,4,66,5.9,15,119965
23,12.2,9.4,2.6,Sunny,Calm,25.3,9.4,120,10.0,26.84,12,123,3,16,5.36,138,130198
30,16.1,10.2,3.3,Clear,Calm,27.1,7.3,156,11.2,7.13,25,6,4,162,4.89,139,146907
25,16.7,9.2,1.5,Foggy,Calm,26.2,7.0,167,10.0,11.79,2,129,7,134,5.69,150,137408
7,12.9,9.9,2.2,Rain,Moderate,25.3,11.6,120,10.0,24.66,8,5,5,9,2.17,178,85205
17,12.0,10.3,4.0,Sunny,Rough,29.0,7.9,148,10.6,1.5,15,35,6,70,3.15,18,78822
13,15.3,10.5,1.8,Rain,Rough,21.0,9.9,140,10.0,22.12,11,148,2,167,4.34,136,97067
37,16.6,11.8,4.0,Cloudy,Rough,24.4,9.3,172,13.3,21.29,5,71,4,173,5.83,124,149058
21,15.6,10.0,2.0,Rain,Calm,26.2,7.1,132,10.6,7.86,12,30,1,83,7.96,87,82030
11,15.3,9.3,3.2,Cloudy,Rough,27.4,7.0,153,14.2,27.5,13,112,7,75,1.91,40,105367
16,12.6,10.0,1.5,Sunny,Moderate,24.4,12.4,120,10.0,22.51,28,76,6,108,0.0,1,146341
37,12.7,9.3,3.4,Foggy,Calm,26.7,9.1,158,10.0,12.86,1,179,7,17,0.3,136,79342
23,16.2,11.3,2.1,Cloudy,Calm,26.4,8.7,163,13.1,30.5,30,124,7,159,7.42,76,73738
19,14.0,10.2,1.9,Rain,Rough,21.0,10.3,120,10.0,3.65,8,93,3,129,0.08,164,151551
12,16.8,10.8,2.9,Cloudy,Rough,27.6,10.5,178,14.4,25.19,23,92,5,124,2.09,24,68494
50,14.4,9.3,1.9,Rain,Moderate,21.0,7.5,178,10.1,14.44,26,172,3,137,7.68,161,119480
37,16.1,10.2,3.1,Foggy,Calm,26.5,7.6,167,14.0,7.92,5,28,1,144,1.43,121,153610
17,13.2,9.8,1.3,Sunny,Calm,24.0,7.0,124,10.0,27.24,10,125,3,122,4.74,151,99415
26,14.9,9.7,2.9,Rain,Rough,21.0,9.2,123,12.5,20.72,6,76,1,25,6.81,127,94449
26,19.5,9.8,3.2,Cloudy,Calm,28.9,7.0,148,10.3,12.68,2,44,7,17,3.05,61,96140
36,13.9,10.0,1.6,Sunny,Calm,21.8,8.3,145,10.0,15.83,14,77,0,84,5.52,125,66547
29,17.7,10.3,3.4,Sunny,Rough,25.0,8.8,155,10.0,3.23,18,24,1,149,5.48,1,132982
13,13.9,10.4,2.5,Clear,Rough,23.5,11.4,163,10.0,23.19,5,30,7,77,4.15,31,105272
26,14.3,9.9,1.5,Sunny,Calm,22.2,7.0,124,12.5,2.29,13,142,6,64,4.99,143,98851
25,16.7,11.0,3.1,Cloudy,Rough,26.8,9.2,152,12.2,5.45,8,64,1,68,5.58,144,78484
46,16.8,9.9,2.6,Foggy,Calm,26.0,7.5,148,14.0,29.33,12,31,0,113,7.59,159,111911
20,18.8,10.2,4.0,Cloudy,Rough,24.9,8.5,182,14.2,21.39,29,137,2,65,6.8,122,136441
19,15.8,9.9,2.3,Cloudy,Rough,26.7,9.9,157,13.1,14.98,18,99,3,179,6.5,80,111547
28,15.4,10.4,4.0,Sunny,Rough,27.9,8.3,156,15.5,30.45,6,134,0,102,3.48,134,72075
17,19.4,10.7,1.8,Clear,Rough,22.9,8.4,164,11.3,2.82,14,26,1,35,5.76,77,145240
13,15.8,9.9,2.2,Rain,Rough,24.0,11.6,120,11.5,12.03,12,156,0,72,4.34,166,81787
7,12.0,9.4,2.4,Cloudy,Calm,23.0,8.7,120,10.0,28.04,16,67,6,11,2.74,74,121716
11,13.5,10.9,3.9,Foggy,Rough,27.0,7.8,146,11.8,1.97,12,33,6,129,2.12,25,78803
23,15.3,11.4,2.0,Rain,Calm,27.1,7.0,148,11.3,18.63,13,114,5,42,0.11,152,111854
14,17.9,9.5,2.0,Sunny,Calm,24.2,8.4,126,11.3,27.85,14,76,7,4,5.8,108,94213
36,16.8,10.4,2.4,Sunny,Rough,21.8,8.9,148,11.7,22.6,29,80,1,115,3.33,20,164663
23,14.8,10.2,1.8,Foggy,Rough,29.0,7.0,166,10.0,9.69,8,137,2,123,0.9,51,148304
12,18.4,10.0,3.0,Sunny,Rough,27.6,7.3,159,13.8,19.78,26,121,7,17,2.8,36,118358
19,12.0,9.6,2.2,Cloudy,Moderate,24.8,12.4,124,10.0,24.57,0,116,6,109,0.52,167,144369
18,19.4,10.3,3.5,Cloudy,Calm,28.2,7.0,156,12.2,25.46,3,178,1,34,7.88,169,138307
25,18.4,11.0,3.0,Sunny,Calm,26.4,7.0,123,12.7,15.3,29,105,6,29,5.78,142,132594
20,13.9,10.3,2.1,Clear,Rough,21.9,9.9,167,11.8,25.49,4,6,2,164,2.18,49,117807
33,18.7,10.3,3.6,Rain,Calm,23.8,7.3,171,10.7,14.34,8,177,1,145,1.67,8,114731
22,18.8,10.7,3.3,Rain,Rough,25.9,7.0,175,12.0,30.07,5,103,4,131,5.11,6,71953
15,17.1,11.1,2.3,Cloudy,Rough,23.0,7.5,175,15.2,13.35,24,160,6,155,2.29,178,119056
32,16.8,9.8,1.4,Sunny,Calm,27.6,7.0,157,14.9,23.35,20,144,2,49,0.58,11,150569
19,17.3,10.2,2.7,Clear,Moderate,21.7,8.0,142,13.3,28.82,4,166,4,159,7.97,31,91723
14,16.2,9.4,1.8,Cloudy,Calm,23.4,8.7,144,11.2,21.55,27,68,7,28,6.85,60,153358
10,16.1,10.9,3.8,Clear,Moderate,26.5,13.3,168,10.5,30.29,17,154,3,77,4.09,21,136608
42,18.4,9.6,1.6,Foggy,Calm,28.1,7.0,161,11.0,27.32,8,83,3,154,5.16,35,121142
18,18.9,9.7,4.0,Foggy,Rough,27.2,7.1,182,14.5,21.16,0,176,0,107,5.17,110,102742
46,17.0,9.9,2.8,Rain,Rough,24.1,9.5,126,10.0,13.8,15,109,5,93,5.93,89,124711
21,15.8,11.1,2.0,Cloudy,Calm,28.9,8.1,160,10.4,23.45,28,167,2,149,6.66,167,72104
16,12.0,9.9,1.9,Clear,Moderate,24.1,9.5,123,10.0,4.48,28,109,1,132,2.92,96,164900
50,12.7,9.8,2.0,Rain,Moderate,22.4,10.8,121,10.0,20.16,22,40,7,125,3.17,41,99697
35,13.8,9.0,2.5,Clear,Moderate,23.9,10.7,139,10.0,26.45,25,122,2,26,7.84,106,123017
27,13.8,10.3,3.5,Cloudy,Calm,24.6,7.0,151,12.0,18.48,29,54,4,40,2.79,45,96161
19,17.2,9.5,1.4,Foggy,Calm,25.6,7.5,179,12.6,19.62,23,95,7,21,3.59,17,116536
17,15.6,10.3,2.1,Rain,Calm,26.4,7.1,151,10.3,22.39,22,164,7,91,6.27,27,77267
35,16.7,11.1,4.0,Sunny,Rough,21.6,7.2,175,14.4,4.4,27,81,3,78,6.73,97,72177
10,18.6,11.0,2.1,Sunny,Rough,25.0,7.7,170,11.9,10.15,19,149,0,26,4.16,34,119487
14,17.6,9.9,3.5,Clear,Rough,22.4,7.8,187,16.6,29.95,26,10,3,67,7.84,113,157890
18,13.2,10.0,2.3,Rain,Moderate,21.0,9.1,120,10.0,10.1,27,144,6,144,7.79,61,68037
46,12.9,10.7,1.8,Rain,Rough,22.6,11.3,121,10.0,10.15,8,72,7,163,2.23,161,105305
24,13.8,10.0,2.3,Rain,Moderate,21.0,12.8,124,10.5,28.25,13,87,0,11,5.09,57,88804
21,13.4,9.3,1.7,Rain,Moderate,23.8,9.9,140,10.0,28.15,9,121,2,121,2.76,9,137236
22,15.9,9.7,3.9,Clear,Rough,25.8,8.0,177,13.8,15.16,20,12,5,168,3.3,98,66632
14,12.0,9.7,1.6,Sunny,Calm,22.8,7.6,123,10.0,21.8,21,103,5,133,4.06,88,161878
30,14.7,10.0,1.8,Clear,Rough,23.8,7.8,152,13.3,5.49,21,177,4,22,0.31,128,92109
38,16.0,10.2,3.5,Sunny,Rough,22.4,8.6,128,13.4,2.32,14,76,0,133,0.65,40,68721
1,16.7,11.2,1.9,Clear,Rough,24.5,10.1,164,12.0,24.43,8,157,1,81,3.81,12,94672
40,13.6,10.3,2.4,Clear,Rough,27.4,12.7,141,10.5,2.67,7,155,6,101,0.89,149,156879
19,13.1,9.5,2.0,Clear,Moderate,21.1,14.2,125,13.0,3.61,26,7,4,108,1.9,103,108980
29,18.7,9.5,2.2,Clear,Rough,23.5,8.0,141,10.0,15.64,23,0,3,11,1.84,157,97112
9,13.5,10.1,3.1,Clear,Moderate,24.4,10.0,128,10.0,15.92,28,59,5,33,7.99,139,97161
10,17.5,9.8,2.1,Foggy,Rough,22.7,10.5,149,10.2,21.46,10,26,2,19,6.88,119,118730
26,13.7,9.6,2.0,Clear,Moderate,27.2,7.6,142,10.0,17.36,17,105,1,21,1.39,31,65987
16,12.0,10.2,2.3,Foggy,Calm,23.8,10.4,120,10.0,3.88,26,125,3,27,0.44,159,118354
12,15.9,9.7,1.8,Cloudy,Calm,27.6,7.0,146,12.4,25.27,27,55,5,171,0.22,129,71036
38,16.4,10.2,2.5,Sunny,Rough,26.2,8.0,160,11.4,25.66,4,173,1,55,7.0,101,115405
28,13.7,9.7,1.9,Clear,Moderate,23.4,12.2,138,10.0,1.45,11,78,1,133,7.75,161,82873
34,16.3,11.4,4.0,Sunny,Rough,23.6,8.9,161,16.7,18.33,3,85,4,68,5.3,134,151316
29,12.2,9.3,1.4,Foggy,Calm,24.5,9.8,123,10.8,16.86,9,96,0,48,3.25,61,101445
1,15.3,9.6,4.0,Rain,Rough,28.2,7.0,169,11.1,20.71,4,138,4,166,4.55,178,67716
6,17.6,10.2,2.9,Sunny,Rough,25.5,9.4,185,15.7,19.8,22,173,2,31,3.08,33,93804
39,19.1,9.8,3.4,Foggy,Calm,28.2,7.0,176,15.2,2.82,16,89,3,136,3.44,110,163315
31,17.2,9.3,2.2,Clear,Rough,25.7,8.1,147,13.0,10.51,20,11,7,44,3.7,66,157154
11,15.3,11.5,3.6,Cloudy,Rough,24.2,8.9,184,13.4,22.89,11,144,5,0,0.72,6,147280
36,17.6,9.6,1.9,Sunny,Calm,27.8,10.0,170,14.4,27.05,7,84,5,64,5.51,69,68198
16,16.3,10.1,4.0,Sunny,Rough,23.2,8.8,174,11.1,23.84,5,105,0,163,2.51,82,85087
13,17.1,11.7,2.4,Clear,Rough,25.4,9.5,154,13.2,6.31,1,154,2,40,1.4,25,97333
12,18.9,9.4,2.6,Sunny,Calm,28.4,7.1,169,10.7,17.47,9,77,3,111,3.71,33,160986
15,14.9,9.3,1.3,Foggy,Calm,26.7,7.0,148,10.0,1.2,6,147,4,72,5.68,166,118056
17,13.6,9.0,2.3,Rain,Moderate,21.8,8.9,127,10.0,30.18,26,27,7,71,7.21,179,78875
20,12.9,9.5,1.9,Sunny,Moderate,24.1,12.6,126,10.7,12.75,16,65,1,122,0.72,3,106736
12,17.2,10.9,3.6,Foggy,Calm,29.0,9.4,145,10.4,15.38,6,24,3,41,1.27,59,81519
37,13.5,10.6,1.9,Clear,Rough,21.0,10.9,140,10.0,18.11,23,134,7,14,2.44,136,149527
6,17.1,9.6,2.8,Clear,Calm,22.7,7.5,125,10.0,28.85,29,173,5,160,7.4,72,152466
34,16.8,10.7,2.5,Foggy,Moderate,26.0,7.7,160,15.9,15.5,22,61,0,69,2.77,103,128161
13,19.5,10.4,2.8,Clear,Rough,25.7,7.8,170,12.1,4.17,12,116,0,65,6.79,157,115613
19,16.4,9.8,2.2,Clear,Moderate,21.6,10.4,120,10.0,25.43,17,12,1,45,4.04,35,82660
39,15.6,9.7,3.5,Foggy,Rough,29.0,7.0,168,13.0,22.07,22,38,7,28,7.25,95,115690
50,17.1,11.2,4.0,Clear,Rough,25.6,8.4,189,13.6,16.82,22,150,1,172,1.7,49,130178
47,13.1,9.5,2.1,Rain,Moderate,22.4,11.2,138,10.0,29.74,0,62,1,96,0.44,84,73763
14,18.7,9.6,3.2,Cloudy,Calm,29.0,7.0,171,10.0,30.3,1,41,7,76,7.67,49,80503
50,13.5,9.1,3.6,Foggy,Calm,23.6,7.1,120,10.0,6.61,6,61,6,157,6.03,166,145612
3,12.1,9.2,1.5,Foggy,Calm,25.0,7.1,127,10.5,9.94,15,117,1,85,3.82,42,94691
37,15.7,10.3,1.5,Foggy,Calm,28.4,8.5,174,10.0,5.1,2,49,1,37,2.77,78,67927
13,12.9,9.6,1.4,Sunny,Moderate,23.2,10.2,120,10.0,18.83,12,97,1,43,3.68,162,149579
15,15.9,10.3,2.1,Clear,Calm,27.3,9.0,142,12.9,18.18,10,53,2,150,7.56,22,66384
22,19.5,11.3,2.9,Cloudy,Rough,26.7,7.0,195,14.1,13.19,20,115,5,122,2.06,127,79434
24,15.9,9.9,2.6,Sunny,Rough,22.1,8.6,180,11.2,14.35,18,84,5,176,3.64,29,68703
48,17.7,11.9,2.6,Cloudy,Calm,25.1,8.1,153,14.0,10.22,13,171,1,135,7.5,11,129050
49,17.9,11.1,3.4,Sunny,Calm,29.0,7.3,173,14.3,1.46,16,136,0,135,1.12,143,107509
42,16.4,9.9,2.7,Cloudy,Rough,22.2,8.1,167,11.5,13.16,15,143,3,11,2.54,98,125776
34,14.8,9.2,2.8,Foggy,Calm,26.0,7.1,125,12.6,6.99,11,54,6,155,7.64,152,161949
9,13.2,9.1,1.5,Cloudy,Calm,21.8,7.0,120,10.0,24.44,10,41,6,116,4.22,51,137538
38,19.2,10.1,2.5,Rain,Rough,21.0,8.5,144,10.8,2.05,24,141,2,60,6.11,60,74907
22,17.9,10.4,3.5,Sunny,Rough,26.0,8.9,168,13.4,4.83,18,19,0,16,3.41,78,102818
19,12.5,9.4,1.5,Rain,Calm,25.5,7.0,120,10.0,25.83,29,72,4,36,2.12,104,73918
44,18.3,9.6,4.0,Sunny,Calm,28.1,7.3,167,14.9,2.91,6,5,1,170,1.19,149,117389
29,15.9,9.9,3.2,Sunny,Calm,29.0,7.0,120,10.0,10.44,17,42,4,13,7.27,75,121263
1,17.5,10.5,3.9,Sunny,Moderate,24.4,7.1,166,10.2,22.09,4,177,5,176,3.73,109,136914
42,13.1,9.5,1.7,Foggy,Rough,23.7,7.2,133,10.0,8.72,13,65,6,50,6.8,166,74421
9,12.0,10.1,1.3,Foggy,Moderate,25.2,11.2,120,10.0,28.61,23,1,4,154,5.84,170,141175
16,17.4,9.6,3.1,Cloudy,Moderate,25.3,7.8,181,10.0,3.93,1,105,4,114,4.39,89,128011
39,18.1,10.9,3.2,Cloudy,Calm,26.0,7.9,192,13.0,2.82,25,152,5,111,6.32,95,128510
30,17.7,9.9,1.8,Sunny,Calm,25.4,7.9,127,10.4,28.73,4,125,5,40,4.71,69,129172
35,14.0,9.6,1.8,Clear,Rough,22.7,14.3,128,10.0,1.29,27,156,6,107,0.07,143,65677
15,13.6,10.0,1.5,Sunny,Moderate,22.2,9.2,123,10.4,8.88,30,178,4,55,2.65,25,135578
14,17.8,9.0,2.2,Foggy,Calm,25.5,8.9,152,10.4,9.78,6,160,0,174,7.2,110,92442
12,18.6,10.8,3.9,Sunny,Rough,26.0,7.0,179,12.6,25.96,5,81,2,10,7.24,73,159919
33,16.7,10.7,4.0,Cloudy,Rough,27.6,9.4,182,12.9,18.78,29,109,7,177,1.03,151,157044
41,13.0,10.2,2.0,Rain,Moderate,23.0,11.1,120,10.5,5.48,24,17,0,108,1.43,56,154514
1,13.9,9.6,3.4,Sunny,Calm,25.0,7.1,162,10.0,25.26,23,62,7,15,2.54,132,110551
32,16.3,9.5,3.4,Foggy,Calm,27.7,7.8,165,13.1,3.27,11,96,7,158,6.74,53,109452
28,15.6,10.1,2.2,Rain,Moderate,22.1,9.5,130,12.4,1.8,20,47,7,165,7.63,91,137082
12,13.3,10.7,3.8,Sunny,Rough,23.5,7.0,165,10.8,12.98,16,38,0,19,7.36,133,88170
12,13.8,9.9,2.0,Rain,Moderate,23.7,12.0,122,10.0,9.51,23,58,1,36,1.03,138,99150
26,14.5,9.6,2.3,Foggy,Calm,22.4,7.0,162,11.0,17.95,26,122,6,70,2.13,146,126576
4,18.2,10.8,3.4,Cloudy,Rough,25.6,9.0,159,10.9,17.81,13,101,6,128,7.91,179,134862
17,13.0,9.4,1.6,Sunny,Calm,27.0,7.0,148,10.0,23.61,24,105,2,6,2.26,174,160288
32,18.1,10.9,2.5,Sunny,Calm,28.4,8.1,169,10.0,15.77,24,20,3,42,5.27,0,156078
11,15.5,9.8,3.9,Sunny,Calm,25.2,7.2,148,12.6,23.03,17,57,1,65,7.06,148,96974
44,12.0,9.2,2.7,Foggy,Calm,25.6,10.0,120,10.0,23.34,14,117,7,56,0.43,162,96218
18,13.8,10.3,2.2,Clear,Calm,23.8,7.2,120,10.0,10.26,22,116,2,6,4.1,124,129612
16,13.3,9.5,2.1,Rain,Rough,22.0,11.5,122,10.4,9.37,13,59,3,141,1.04,34,127385
36,18.2,10.4,2.8,Foggy,Rough,27.8,8.1,158,15.6,19.51,25,28,5,145,5.89,13,65438
43,15.4,10.9,3.5,Foggy,Rough,26.9,9.3,161,11.9,20.37,30,115,3,66,7.52,152,132647
37,15.1,10.3,2.1,Rain,Moderate,23.1,11.0,140,10.0,25.17,12,6,5,16,5.35,105,160208
9,14.9,10.0,2.6,Rain,Rough,23.3,8.0,121,10.0,2.94,19,28,3,56,2.75,168,152185
28,14.5,11.5,2.0,Rain,Rough,21.0,7.8,151,10.4,14.58,23,173,5,39,7.21,167,125888
19,14.9,9.2,3.1,Sunny,Calm,21.4,7.8,165,12.7,10.24,10,37,2,105,2.04,149,135606
24,15.5,9.2,1.6,Sunny,Calm,23.6,7.5,143,10.6,6.91,28,13,7,97,4.98,178,112969
20,14.7,9.5,4.0,Foggy,Calm,27.4,7.0,165,11.9,16.47,2,48,7,29,7.25,149,67466
19,19.2,10.8,3.9,Clear,Rough,22.7,9.1,176,10.6,24.66,15,3,1,56,1.86,146,105443
13,19.2,9.7,4.0,Cloudy,Rough,21.1,10.1,163,16.7,3.41,2,106,7,143,4.1,78,66938
41,12.0,9.6,1.9,Rain,Calm,23.6,10.6,131,10.0,26.33,6,74,2,129,3.51,52,115609
22,17.3,9.9,4.0,Clear,Moderate,29.0,8.4,162,12.1,27.06,7,95,4,156,3.37,37,136886
5,18.8,11.9,4.0,Sunny,Rough,25.7,9.7,194,15.9,17.22,10,51,3,77,2.9,146,85243
21,15.9,10.0,1.8,Cloudy,Rough,21.0,10.2,120,10.4,28.53,22,53,5,112,0.72,54,133810
8,16.9,9.7,2.1,Foggy,Moderate,26.3,7.0,151,10.9,30.57,6,122,6,29,6.73,63,67010
16,12.7,9.6,2.3,Rain,Moderate,23.5,10.4,124,10.0,13.45,24,156,6,148,5.7,132,115257
21,12.8,9.0,1.7,Clear,Moderate,25.6,10.7,120,10.2,25.66,17,85,1,166,5.64,24,71539
33,15.7,10.0,3.6,Foggy,Calm,25.0,10.6,140,12.1,4.83,25,111,3,167,6.63,160,93907
37,19.3,10.0,3.5,Cloudy,Calm,27.2,7.0,152,15.8,3.56,10,2,3,174,0.75,4,134482
20,18.2,10.4,2.5,Clear,Moderate,22.3,7.0,121,10.3,19.52,2,102,1,173,2.86,44,104588
50,13.0,10.2,2.0,Foggy,Calm,22.9,7.0,122,11.4,22.13,23,173,0,158,4.53,133,107722
33,15.9,9.4,2.5,Cloudy,Calm,23.2,7.0,138,10.0,20.61,19,139,0,141,3.94,132,116100
36,17.2,10.8,4.0,Rain,Rough,26.7,8.2,146,13.3,15.63,30,116,0,71,2.03,68,103912
24,17.9,11.6,3.9,Sunny,Rough,24.0,8.2,176,14.1,19.39,29,123,5,125,0.13,63,89791
13,12.0,9.0,2.2,Foggy,Calm,24.4,12.0,126,10.0,25.05,21,47,2,167,5.67,74,125604
20,15.3,10.1,1.7,Rain,Moderate,21.0,11.1,156,10.7,9.08,11,177,2,53,4.75,133,84504
23,13.8,9.5,2.2,Cloudy,Moderate,21.0,9.2,120,11.8,14.63,26,40,3,152,4.15,14,93797
44,17.2,10.7,1.7,Sunny,Rough,26.7,8.4,165,12.4,12.99,14,95,1,102,4.52,113,147433
23,17.1,10.6,3.2,Foggy,Calm,26.6,10.2,181,12.4,23.23,28,92,4,18,2.48,97,131776
17,17.7,11.6,4.0,Sunny,Rough,24.7,8.4,175,11.5,25.68,29,103,0,95,6.93,140,74827
23,14.1,9.1,2.4,Rain,Moderate,21.5,11.0,120,10.0,27.55,18,102,4,144,6.57,159,140596
11,13.3,10.3,1.9,Sunny,Moderate,22.1,9.1,120,10.3,22.82,12,125,2,179,4.26,124,152328
35,17.8,11.0,3.7,Cloudy,Rough,26.6,9.3,176,16.5,6.96,13,4,7,136,7.33,134,81705
14,16.5,11.2,3.3,Clear,Rough,27.3,8.1,144,11.0,22.97,19,163,2,154,6.04,133,89079
